id,title,company_name,label
1083730,Exxon Mobil says oil discovery off Guyana is 'significant',ExxonMobil,relevant
7420351,Chevron: It’s Not ExxonMobil But No One Seems to Mind,ExxonMobil,irrelevant
7380669,BRIEF-Nordic American Tanker Ltd says enters 30 month contract with Exxonmobil subsidiary,ExxonMobil,irrelevant
1083380,ExxonMobil Chief To Meet With Russian Energy Officials In Moscow To Discuss Stalled Energy Cooperation,ExxonMobil,relevant
7385732,ExxonMobil made deals with Iran while Tillerson was CEO,ExxonMobil,relevant
11690934,Walgreens Continues To Leverage Real Estate With New FedEx Deal,FedEx,irrelevant
11708636,"President Trump sent FedEx courier a $10,000 check in the mail",FedEx,irrelevant
11684912,FedEx is set to hire 500 workers in Greater Cincinnati for the holidays,FedEx,irrelevant
11785333,Wyndham Championship dominated by pushes for FedEx Cup positioning,FedEx,irrelevant
11796748,New York Times/FedEx Squabble Tries to Oversimplify Complicated Data,FedEx,irrelevant
11886716,Cash Dividend On The Way From FedEx,FedEx,relevant
11652591,FedEx indictment on illegal drug shipments will go forward,FedEx,relevant
11661893,"Jordan Spieth wins Tour Championship, FedEx Cup title and £7.5m",FedEx,irrelevant
11773809,"FedEx Corporation (NYSE:FDX), Home Depot, Inc. (The) (NYSE:HD)",FedEx,irrelevant
11868583,FedEx mass shooting: Watch a news update about investigation,FedEx,irrelevant
2020059,"Lee Iacocca, Visionary Automaker Who Led Both Ford and Chrysler, Is Dead at 94",Ford Motor Company,irrelevant
2024706,"Amid Coronavirus, Ford Overall U.S. Sales Decline 12.5 Percent",Ford Motor Company,relevant
2036854,"Ford Halts 2024 F-150 Lightning Deliveries For Quality Checks, Gas-powered F-150 Shipments Begin: Report",Ford Motor Company,relevant
2032110,Will Ford Stock Reach $20 By 2022?,Ford Motor Company,irrelevant
2017456,Eagerly waiting to buy a Ford GT? Orders open today,Ford Motor Company,irrelevant
2022532,"Ford Reveals Special Editions, Surprise Call From Trump",Ford Motor Company,irrelevant
2026052,Trump blasts Michigan AG over concern he didn’t wear mask at Ford plant,Ford Motor Company,irrelevant
2010914,Ford Motor Q2 Profit Beats Estimates; Auto Segment Operating Margin Down 1.8%,Ford Motor Company,relevant
2034626,Report: Ford to Cut About 3K Jobs amid Transition to Electric Vehicles,Ford Motor Company,relevant
2005377,Ford CEO Outlines Plans To Compete With Ride-Hailing Services,Ford Motor Company,relevant
5077682,General Motors will test self-driving cars on public roads in Michigan,General Motors,relevant
5261075,"Federal Judge Rejects General Motors' Argument That Fuel Pump Defect A ""Mere Inconvenience""",General Motors,relevant
5086127,"General Motors upgraded to outperform at Credit Suisse, price target raised to $38",General Motors,irrelevant
5264819,"General Motors to build Cruise Origin electric self-driving shuttle, electric trucks in Detroit",General Motors,relevant
5047866,General Motors' U.S. sales fall 3.8% in January,General Motors,relevant
5328176,"General Motors to Lay Off 1,000 Software Employees, Including 600 Workers in Michigan",General Motors,relevant
5014137,General Motors design chief Ed Welburn to retire after 44 years,General Motors,irrelevant
4968152,"General Motors lays off 3,300 amid electric vehicle issues",General Motors,relevant
4996735,"General Motors Chevrolet Buick Recall 2015: Is Your Car Affected? How To Check Model, Year To See If You're One Of 6.5M Recalled",General Motors,relevant
5354004,Mary Barra Is Still Committed to General Motors’ EV Push Amid Industry Challenges,General Motors,relevant
7386554,"First National Realty Partners Acquires A 339,464 SF Home Depot And Schnucks Dual Anchored Center",Home Depot (The),irrelevant
7389043,Video: Texas woman ends up in Mexico while trying to get to Home Depot to buy zip ties,Home Depot (The),irrelevant
7386294,JOHN TAMNY: Bernie Marcus Built A Legacy Through Home Depot’s Success,Home Depot (The),irrelevant
7385943,"Stock Movers: Carmax, Circle, Home Depot",Home Depot (The),irrelevant
7383588,"Home Depot hiring more than 80,000 workers for spring",Home Depot (The),irrelevant
7386107,Home Depot Gets Hammered As Gross Margins Decline Year-Over-Year. Here’s How To Trade The Stock Now.,Home Depot (The),relevant
7383581,BRIEF-The Home Depot Announces Q4 Earnings Per Share $1.52,Home Depot (The),relevant
7383096,Home Depot Q2 income rises 9.3% as store sales climb,Home Depot (The),relevant
7388999,Home Depot sees shoppers pulling back. So why is Warren Buffett bullish on home builder stocks?,Home Depot (The),irrelevant
7385831,Escaped calf killed behind Connecticut Home Depot sparks outrage,Home Depot (The),irrelevant
7447062,This 75-year-old NASA legend has been working in secret for 10 years building a startup that wants to outdo Intel and Google,Intel,irrelevant
7657876,Adam Schiff threatens to defund intel community unless Trump whistleblower details disclosed,Intel,irrelevant
7458356,Fiat Chrysler joins BMW-Intel to develop driverless cars,Intel,relevant
7422263,The Private Contractors Using Vault 7 Tools for US Gov: Testimony Shows US Intel Needs a Ground-Up Rebuild Part 1,Intel,irrelevant
7878892,"Mobileye prices IPO above targeted range to raise nearly $1 billion, and most of it will go to Intel",Intel,relevant
7925815,EU hits Intel with $400 million antitrust fine in long-running computer chip case,Intel,relevant
7343525,Intel to cut 2.5% of Folsom campus workforce,Intel,relevant
7869874,Intel Unveils New Funding Model to Enable Huge Chip Project,Intel,relevant
7528728,"Stocks making the biggest moves premarket: Intel, Centene, Deckers, Paramount and more",Intel,irrelevant
7869342,McCarthy to Subpoena Intel Agency Chiefs in Biden Family Probe,Intel,irrelevant
6136114,"Three charged in cyberattacks against JPMorgan Chase, other financial institutions",JPMorgan Chase,relevant
6303698,JPMorgan Chase to pay $920 million to resolve illegal trading cases,JPMorgan Chase,relevant
6264691,JPMorgan Chase’s Jamie Dimon talks tariffs and the possibility of a recession,JPMorgan Chase,irrelevant
6306175,JPMorgan Set to Kick Off Third-Quarter Earnings Season,JPMorgan Chase,relevant
6193985,JPMorgan to pay $136M settlement of credit card probes,JPMorgan Chase,relevant
6133074,"JPMorgan Head: Go With Politician for President, Not CEO",JPMorgan Chase,irrelevant
642315,UPDATE 1-JPMorgan Chase responding to requests on fair banking access,JPMorgan Chase,relevant
6270798,JPMorgan Planning to Bring Staff to Office Five Days a Week,JPMorgan Chase,irrelevant
6353507,3 Quotes From JPMorgan Chase CEO Jamie Dimon: 'The Biggest Mistake We Could Make Is Being Complacent',JPMorgan Chase,irrelevant
6317154,"JPMorgan Chase Publishes 2020 Annual Report, Including Chairman & CEO Letter To Shareholders",JPMorgan Chase,relevant
8833025,J&J says new tests find no asbestos in recalled baby powder,Johnson & Johnson,relevant
8771402,Johnson & Johnson loses another talcum powder cancer lawsuit,Johnson & Johnson,relevant
8993590,J&J to buy heart pump maker Abiomed for $16.6B,Johnson & Johnson,relevant
8859800,"Johnson & Johnson CFO on Q2 earnings, raising guidance, Covid-19 and more",Johnson & Johnson,relevant
8897035,"Johnson & Johnson Vaccine Batch Ruined At Baltimore Factory, Drug Giant Says",Johnson & Johnson,relevant
8854453,"Johnson & Johnson Discontinues Talc Baby Powder in U.S., Canada",Johnson & Johnson,relevant
8990707,"Johnson & Johnson Stock Gains After Unveiling $5 Billion Buyback Program, Repeating Profit Targets",Johnson & Johnson,relevant
8812495,U.S. justices reject Johnson & Johnson unit's anti-psychotic drug...,Johnson & Johnson,relevant
8779869,Johnson & Johnson Hit With $247 Million Verdict in Hip Implant Trial,Johnson & Johnson,relevant
8909092,Fauci expects Johnson & Johnson COVID-19 vaccine will 'get back on track' soon,Johnson & Johnson,relevant
8706374,Western Union/Mastercard Partnership (Graphic: Business Wire),Mastercard,relevant
8637752,MasterCard's profit rises 12.7 pct,Mastercard,relevant
8705943,DACO suspects PayPal and Mastercard of discriminating against consumers in Puerto Rico,Mastercard,relevant
8619006,BRIEF-Mastercard CFO Sachin Mehra Says Seeing Continued Steady Growth Across Affluent And Mass Market Consumers,Mastercard,relevant
8682161,"Card fraud is declining says Mastercard. Unfortunately, social scams are on the rise",Mastercard,irrelevant
8723214,Mastercard Whale Trades For July 11,Mastercard,irrelevant
8643093,"EMV chip card adoption has reached 88% since last year, according to MasterCard",Mastercard,irrelevant
8701935,Wirex To Launch Multi-currency Wirex Mastercard Card,Mastercard,irrelevant
8728734,"Mastercard hikes dividend by 16%, announces new $9 billion buyback program",Mastercard,relevant
8715163,Mastercard wants to tackle crypto and blockchain fraud with CipherTrace deal,Mastercard,relevant
4927711,"Facebook parent Meta Platforms’ head of communications leaves, creating damage-control void",Meta Platforms,irrelevant
4896633,"Profit-taking hits the AI trade again, and Instagram reaches 3 billion monthly users",Meta Platforms,relevant
4936767,"Facebook Users Lose Followers Mysteriously, Mark Zuckerberg's Number Down To Mere 9,993 — Here's What Happened",Meta Platforms,irrelevant
4963727,Thousands of fake Facebook accounts shut down by Meta were primed to polarize voters,Meta Platforms,relevant
4913966,Facebook Says Apple's Privacy Push Will Cost $10B (But Can't Stop It),Meta Platforms,relevant
4925358,"Turkish woman arrested for criticising Instagram ban, media says",Meta Platforms,irrelevant
4936654,Facebook janitors protest layoffs and labor practices in Bay Area strike — with no end in sight,Meta Platforms,irrelevant
4894072,Motion Picture Association Demands Meta Stop Calling Instagram Teen Content 'PG-13',Meta Platforms,irrelevant
4916930,Kanye West Suspended From Instagram For 24 Hours On Policy Violation,Meta Platforms,irrelevant
4910808,WhatsApp says spyware firm targeted users in 24 countries,Meta Platforms,relevant
4053077,"Virtualization: Security's Silver Bullet. Bromium, Microsoft, VMware Show The Way",Microsoft,irrelevant
4440969,Reports Filed In Microsoft Lawsuit Find 'Significant' Gender Gap At Firm,Microsoft,relevant
4395926,Want to see all data Windows 10 sends Microsoft? There’s an app for that,Microsoft,irrelevant
4399217,GitHub Billionaires Will Own More Microsoft Stock Than Its CEO,Microsoft,irrelevant
4462445,Microsoft Co-Founder and Seahawks Owner Paul Allen Dead at 65,Microsoft,irrelevant
4538964,"IBM Makes Watson Available Across Amazon, Microsoft, and Google Clouds",Microsoft,irrelevant
4787564,"Microsoft was prudent to warn about coronavirus impact, analyst says",Microsoft,relevant
4205861,Microsoft to deliver Visual Studio for Mac,Microsoft,relevant
3981033,Microsoft Copilot just got access to your Gmail,Microsoft,irrelevant
4052462,Why Microsoft can’t ditch phones…just yet,Microsoft,irrelevant
3727606,Netflix Will Stream 'Star Wars: The Force Awakens' — But Only in Canada,Netflix,irrelevant
4799593,A Disappointing Update About ‘One Piece’ Season 2 On Netflix,Netflix,irrelevant
4771517,"Your Netflix alternative is here, and it’s only A$23 for life",Netflix,irrelevant
4219537,Netflix Fires Chief Communications Officer Over Use of Racial Slur,Netflix,relevant
4171874,"Adyen, a payments firm with clients such as Netflix and Uber, is eyeing an IPO after record revenues",Netflix,irrelevant
4597751,Woody Harrelson Joins Mary Elizabeth Winstead in Thriller 'Kate' at Netflix,Netflix,irrelevant
4493027,Catherine Reitman Proves That Women Led Production Leads To Netflix & Success,Netflix,irrelevant
4746702,"Chrissy Teigen to Appear on Season 2 of Meghan Markle's Netflix Series With Love, Meghan",Netflix,irrelevant
4690592,911 Supervisor Played Netflix Movie as Caller Sought Help,Netflix,irrelevant
4096223,Josh Hartnett’s Newfoundland Netflix Series Adds Four to Cast as Production Begins,Netflix,irrelevant
4710631,"Nordstrom Promo Codes: Shop Top Deals On Nike, Birkenstock And More","Nike, Inc.",irrelevant
11773296,Adidas takes 12-10 lead over Nike in World Cup shirt deals,"Nike, Inc.",irrelevant
4439706,"Report: Texas to sign 15-year deal with Nike, richest in college sports","Nike, Inc.",relevant
4433652,"Dear Nike, When Can We Expect Those Shoes From Back to the Future II?","Nike, Inc.",irrelevant
4677172,Nike drops Antonio Brown amid sexual assault lawsuit,"Nike, Inc.",relevant
4815509,A pair of rare Nike sneakers may be the key to catching a Washington riot suspect,"Nike, Inc.",irrelevant
4724107,Nike made sneakers that represent iconic jobs in major cities like New York and London. Here's what they look like.,"Nike, Inc.",irrelevant
4588217,Backlash after Colin Kaepernick named face of Nike ad,"Nike, Inc.",relevant
11663508,Nike plans to sell the self-lacing sneakers from Back to the Future,"Nike, Inc.",irrelevant
11764105,Premarket: China tariffs; Facebook's Zuckerberg speaks; Nike earnings,"Nike, Inc.",irrelevant
3644222,Nvidia GeForce Now game streaming comes to Shield devices for $8 per month,Nvidia,relevant
3853011,Nvidia Shield (2019) review,Nvidia,irrelevant
3964370,How To Invest In Magnificent Seven Stocks Like Nvidia In 2024,Nvidia,irrelevant
3719843,"Nvidia Rival Groq Reportedly Eyes $6 Billion Valuation, Cisco And Samsung-Backed Company Looks To Double Valuation Amid Surging AI Chip Demand",Nvidia,irrelevant
3745227,Here's what every major analyst expects from Nvidia's earnings report after the bell,Nvidia,relevant
3668199,"Baidu partners with Ford, Nvidia, and others to boost its self-driving car platform",Nvidia,irrelevant
3719396,Nvidia became the first company valued at over $4 trillion. Here's what that means for AI.,Nvidia,irrelevant
3852262,Setback for Nvidia’s $54 billion ARM bid as EU regulators open probe,Nvidia,relevant
3916920,This AI Stock Is Up 254% Year-To-Date — And It's Not Nvidia,Nvidia,irrelevant
3938501,"Here's How Much Cathie Wood, Ark Invest Flagship Fund Missed By Selling Nvidia Early",Nvidia,irrelevant
5767578,"Pfizer, BioNTech Seek Full US Approval For Covid-19 Vaccine",Pfizer,relevant
5674390,"UPDATE 1-Pfizer, BioNTech start combined trials of COVID-19 vaccine candidate in Japan",Pfizer,relevant
5704722,Amnesty International: Pfizer 'Misleading' Poor Countries with Vaccine Info,Pfizer,relevant
5828042,Pfizer CEO says COVID-19 vaccine-resistant variant likely to emerge,Pfizer,irrelevant
5557595,Pfizer will roll back drug prices after discussion with Trump,Pfizer,relevant
5713169,Pfizer says its booster shot has 95.6% efficacy against COVID-19 amid the Delta variant,Pfizer,relevant
5723008,Pfizer expects to have safety and efficacy data for its COVID-19 vaccine in children in late September,Pfizer,relevant
5967480,Tomi Lahren Taylor Swift remark goes viral after Travis Kelce Pfizer uproar,Pfizer,irrelevant
5653221,Corporate Scientific Leadership Key To Pfizer’s Covid-19 Vaccine Success,Pfizer,irrelevant
5961409,Continued strong Cresemba® (isavuconazole) sales by Pfizer trigger USD 26 million sales milestone payments to Basilea,Pfizer,irrelevant
7477826,P&G's Gillette Woes Have Translated To This Good News For Consumers,Procter & Gamble,irrelevant
7530497,"P&G raised prices 10%, and the volume of products sold fell more than expected",Procter & Gamble,relevant
7475141,Procter & Gamble may drop USA Gymnastics sponsorship after sex abuse scandal,Procter & Gamble,relevant
7481244,JPMorgan downgrades Procter & Gamble as worries grow over consumer spending,Procter & Gamble,irrelevant
7504900,"Shoppers turn to smaller food brands, cutting into Unilever, P&G profits",Procter & Gamble,relevant
7486767,See the banned Christina Hendricks P&G ad,Procter & Gamble,irrelevant
7521281,P&G Ventures Teams With The Riveter To Host Open For Business: Women Building The Future,Procter & Gamble,irrelevant
7462070,Cramer: Here's why it's a remarkable quarter for Procter & Gamble and DuPont,Procter & Gamble,relevant
7530200,Is Procter & Gamble Stock Appropriately Priced At $160?,Procter & Gamble,irrelevant
7486408,P&G files to trademark some millennial phrases,Procter & Gamble,irrelevant
2707065,$17.6 billion Zscaler earnings blast past Wall Street expectations – here's why the CEO thinks it can be the Salesforce of cybersecurity by serving the new remote workforce,Salesforce,irrelevant
2727571,"Salesforce delivers, Wall Street doubts as stock falls 6.3% post-earnings",Salesforce,relevant
2703135,"Stocks making the biggest moves in the premarket: Dick's Sporting Goods, Apple, Salesforce & more",Salesforce,irrelevant
2703809,I Went Inside Salesforce’s ‘First-Ever’ Summit On Prioritizing Inclusive AI,Salesforce,irrelevant
2629171,"Salesforce aims to expand its developer ecosystem, fund enterprise cloud creators",Salesforce,relevant
2739564,Salesforce Sees A Fresh Round Of Layoffs,Salesforce,relevant
2718779,This former Salesforce exec joined $6.8 billion Automation Anywhere to take the 'day-to-day drudgery' out of work,Salesforce,irrelevant
2629029,Salesforce to Use Amazon’s Cloud to Expand in Canada and Australia,Salesforce,relevant
2671242,Midday open thread: Battery storage costs plummet; 50 women sue Salesforce over sex trafficking,Salesforce,relevant
2745321,‘Do That Right Now’: Salesforce CEO Demands Commitment To ‘Net Zero’ Emissions At Davos Conference,Salesforce,irrelevant
9276031,Starbucks Hit With Boycott After Pledging to Hire Refugees,Starbucks,relevant
1780069,"Second Starbucks location in Mesa, Arizona, votes to unionize",Starbucks,relevant
9524246,"Starbucks Violated Labor Law in Buffalo Union Drive, Judge Rules",Starbucks,relevant
1808691,Your Starbucks Order Will Reveal Which Netflix Rom-Com Protagonist You Are,Starbucks,irrelevant
1669406,Police: Suspect in Starbucks robberies arrested in East Side field,Starbucks,irrelevant
9263812,"UPDATE 1-Starbucks' departing chairman backs China prospects, hints...",Starbucks,relevant
1649571,One trader just made a big bet on more pain for Starbucks,Starbucks,irrelevant
9091228,"Starbucks partners with Spotify to boost loyalty membership, replace CDs",Starbucks,relevant
9341092,Hidden Camera in Starbucks Restroom Prompts Investigation,Starbucks,irrelevant
9297189,5-year-old finds camera in Starbucks bathroom,Starbucks,irrelevant
5650101,I Just Drove 8 Hours on Tesla's Autopilot and Lived to Tell,"Tesla, Inc.",irrelevant
5877196,Tesla’s Musk Is Overpromising Again On Self-Driving Cars,"Tesla, Inc.",irrelevant
5930076,"April Fool's Day jokes that backfired: Tesla, Google, Hooters","Tesla, Inc.",irrelevant
5929727,Vandalism at Michigan Tesla manufacturing site under investigation,"Tesla, Inc.",irrelevant
5889608,Elon Musk whacks traffic pylon in Tesla Cybertruck,"Tesla, Inc.",irrelevant
5400530,"Stock Movers: Tesla, IBM, Quantum Computing","Tesla, Inc.",irrelevant
5688218,This Tesla didn't crash. But it did catch fire,"Tesla, Inc.",irrelevant
5944298,3 retail investors explain why they're sticking with Tesla after its $800 billion wipeout,"Tesla, Inc.",irrelevant
5634770,Elon Musk shares the epic last photo of 'Starman' in the red Tesla he shot into space,"Tesla, Inc.",irrelevant
5766182,Cramer says Tesla CEO Elon Musk should go on medical leave — 'I'm worried about the guy',"Tesla, Inc.",irrelevant
6402643,"Uber drivers, riders can now text in-app",Uber,irrelevant
6614772,"Uber, Goodwill pair up for free donation service",Uber,irrelevant
6189123,"Why Does Anyone Need to Own a Car? Google, Apple and Uber Are Asking",Uber,irrelevant
6696307,"Uber, Lyft drivers plan to strike in more than a dozen major cities",Uber,relevant
6722751,The Creature From Uber Island,Uber,irrelevant
6763033,Uber faces UK tax challenge,Uber,relevant
6664776,"Uber Faces Legal Challenges In France, South Korea And Germany",Uber,relevant
6117758,Robot Cars Won't Rescue Uber From Its Clash With Drivers,Uber,irrelevant
6453417,Cities With Uber Have Lower Rates Of Ambulance Usage,Uber,irrelevant
6109046,Uber plans to let customers book helicopter rides through its app,Uber,irrelevant
7952030,UnitedHealth suspends efforts to sell Brazilian unit,UnitedHealth Group,relevant
7933839,"DA says 40 UnitedHealthcare execs got bodyguards, and one dyed her hair after Luigi Mangione killed CEO Brian Thompson",UnitedHealth Group,relevant
7898083,"UnitedHealth earnings rise 6%, top Wall St. expectations",UnitedHealth Group,relevant
7949595,UnitedHealth Group Inc. Investors: Class action lawsuit filed on behalf of investors; the Portnoy Law Firm,UnitedHealth Group,relevant
7934243,UnitedHealth Group spent $1.6 million on executive security last year,UnitedHealth Group,irrelevant
7934048,UnitedHealth sees a longtime bull throw in the towel after stock’s plunge,UnitedHealth Group,irrelevant
7906993,UnitedHealth Medicare plan must cover U.S. sex reassignment surgery,UnitedHealth Group,relevant
7928410,UnitedHealthcare increases housing investments,UnitedHealth Group,relevant
7901613,"UnitedHealth Group to hire 1,700 in Twin Cities",UnitedHealth Group,irrelevant
7922028,UnitedHealth Group buys into hearing aid benefits,UnitedHealth Group,relevant
8325658,Nigerian 'unicorn' Interswitch sells stake to Visa,Visa Inc.,relevant
8045560,US will suspend fast processing for H-1B visas,Visa Inc.,irrelevant
776847,Attorney: Iranian infant needs visa waiver for heart surgery,Visa Inc.,irrelevant
8331418,Trump-promoted propaganda outlet tried to get US visa for corrupt Ukrainian before he was arrested for corruption,Visa Inc.,irrelevant
743201,H-1B visa program: Time to expand it (Opinion),Visa Inc.,irrelevant
968856,EXCLUSIVE: DHS Refuses To Investigate Top Official Who Fast-Tracked Visas For Hillary’s Brother,Visa Inc.,irrelevant
8400342,Africans can now travel across more than half of the continent without getting visas beforehand,Visa Inc.,irrelevant
7950996,Visa windfall gives European banks Q2 boost,Visa Inc.,irrelevant
8352317,University of Colorado confirms reinstatement of student visas after White House reversal,Visa Inc.,irrelevant
8308080,"Russia denies visas to two U.S. senators, amid G7 tensions",Visa Inc.,irrelevant
496551,What Do Consumers Buy The Most At Walmart? The Answer May Surprise You,Walmart,irrelevant
6674040,"Walmart to pay $16 billion for control of India's Flipkart, shares...",Walmart,relevant
17500,Walmart is selling $160 wireless earbuds with a 'super convenient' touch screen case for just $28,Walmart,irrelevant
378562,Video: Walmart greeter with cerebral palsy accepts new position amid store changes,Walmart,irrelevant
304783,18-year-old faces multiple charges after hurling racial slurs inside Walmart,Walmart,irrelevant
381291,"Walmart deploys 17,000 Oculus Go headsets to train its employees",Walmart,relevant
106101,"Christmas Eve Hours For Walmart, Target, Kohl’s, Best Buy And Other Stores Open Late",Walmart,irrelevant
114492,Earnings Scorecard: Wal-Mart Q4 2016 Enjoyed Its Best Quarter In 4 Years,Walmart,relevant
199370,Walmart is making its own meal kits in some stores,Walmart,irrelevant
355292,Save Big on Vizio 4K TVs Ahead of Black Friday at Walmart,Walmart,irrelevant
2885048,"LGBTQ+ community needs partnership from Disney, not empty gestures",Walt Disney Company (The),irrelevant
2885097,Comcast And The Walt Disney Company Announce Content Carriage Agreement,Walt Disney Company (The),relevant
2884972,Controversial Walt Disney Animatronic Debuts to Mixed Reviews: 'Why Does His Face Look Like That?',Walt Disney Company (The),irrelevant
2885232,Hollywood is skeptical that Disney CEO Bob Iger will step down in 2026 as successor search continues,Walt Disney Company (The),relevant
2885250,Hyundai Reveals IONIQ 5 Disney100 Platinum Concept at New York Auto Show,Walt Disney Company (The),irrelevant
2885294,"Marvel Delays 'Deadpool 3,' 'Captain America 4' and 'Thunderbolts' in Post-Strike Disney Release Shake-Up",Walt Disney Company (The),relevant
2885082,Walt Disney Company (DIS) Annual 10-K Report,Walt Disney Company (The),relevant
2885150,"Disneyland requires non-union employees to get vaccinated, starts discussions with unions",Walt Disney Company (The),relevant
2885124,"Anaheim living wage ordinance doesn't apply to Disneyland workers, judge rules",Walt Disney Company (The),relevant
2884886,Petition Aims to Silence Trump Animatronic Figure at Disney World,Walt Disney Company (The),irrelevant
8318869,Did Wells Fargo exploit workers who exploited customers?,Wells Fargo,relevant
8491719,"Wells Fargo executives, board must face lawsuit over fake accounts,...",Wells Fargo,relevant
8509304,Wells Fargo agrees to pay $385M to settle car loan lawsuit,Wells Fargo,relevant
8292405,"Wells Fargo lowers targets for returns on equity, assets",Wells Fargo,relevant
8447983,"AT&T, Comcast, Wells Fargo promise bonuses or pay hikes once tax cut bill passes",Wells Fargo,irrelevant
8428683,Lawsuit: Wells Fargo Put Family in Victim Protection at Risk,Wells Fargo,irrelevant
8322694,Wells Fargo sales scandal points to industry-wide problem,Wells Fargo,irrelevant
8362998,Wells Fargo Found Liable In Abusive Tax Shelter Scheme,Wells Fargo,relevant
8618336,"Wells Fargo Championship Live Odds, How To Watch In US For May 8",Wells Fargo,irrelevant
8324288,Wells Fargo CEO is getting only seconds to speak,Wells Fargo,relevant
6172882,Jamie Dimon blames media for accepting DC gridlock: Is that true?,JPMorgan Chase,irrelevant
12008308,Broadcom MASTERS Announces the Top 300 Middle School Innovators in National STEM Competition,Broadcom,irrelevant
7382930,Housing recovery drives Home Depot sales beat,Home Depot (The),relevant
9697205,"Top iOS news of the week: No watch band battery, Lots of gold, Apple Watch 2 is coming",Apple Inc.,irrelevant
11856788,Why FedEx Earnings Are a Big Problem for the Entire Stock Market,FedEx,relevant
7383222,"Hurricane Irma: Home Depot, Lowe's prepare for second major storm",Home Depot (The),irrelevant
7382944,"Woman With Concealed-Carry License Shoots at Home Depot Shoplifters, May Not Face Charges",Home Depot (The),irrelevant
5694458,"Tesla likely faces 'a few rough quarters' from end of US EV support, Musk says","Tesla, Inc.",irrelevant
4592478,TV News Roundup: Netflix Drops 'Queer Eye' Season 4 Trailer (Watch),Netflix,irrelevant
411199,Fourth of July getaways: Airbnb says travelers are searching these destinations the most,Airbnb,irrelevant
3650255,Nvidia posts six glorious minutes of Doom action to show off new graphics,Nvidia,irrelevant
5612725,A female employee reportedly called Tesla's factory a 'predator zone' at a meeting where some workers described sexual harassment,"Tesla, Inc.",irrelevant
5983353,"Tesla excludes steering component from some EVs due to chip shortage, report says","Tesla, Inc.",irrelevant
8966234,Catalent plant in Italy will help produce J&J's potential COVID-19 vaccine: minister,Johnson & Johnson,irrelevant
11848216,"COVID-19 vaccine distribution: FedEx, UPS to 'split country into two'",FedEx,irrelevant
5464094,Tesla improves Summon feature with more safety,"Tesla, Inc.",irrelevant
5539874,FDA Approves Pfizer's Leukemia Drug,Pfizer,relevant
498283,117-year-old Michigan chapel transformed into Airbnb gem,Airbnb,irrelevant
3710586,Why Nvidia Still Looks Like A Bargain At A $4 Trillion Market Cap,Nvidia,irrelevant
8668583,Wells Fargo Unusual Options Activity For April 10,Wells Fargo,irrelevant
11729809,Warren Buffett's Berkshire Hathaway takes a sip of the crypto 'rat poison' he once said he would never go near,Berkshire Hathaway,irrelevant
657926,"An H1-B Visa Will Soon Cost $100,000 Because Of Trump, Report Says",Visa Inc.,irrelevant
4623475,Nike Air Max 95 x Levi's shoes launching in black and white colorways soon,"Nike, Inc.",irrelevant
2989861,Miscue calls attention to Amazon's dominance in cloud computing,Amazon,irrelevant
7383242,"The New York City Attack Suspect Drove a Home Depot Truck, Witnesses Say",Home Depot (The),irrelevant
2010841,Ford announces $1 billiom investment in Argo AI self-driving tech,Ford Motor Company,relevant
11760102,Berkshire Hathaway Class A Shares Have Become More Actively Traded. Why That's Important.,Berkshire Hathaway,irrelevant
10587558,Apple supplier LG Display slashes investment plans as losses mount,Apple Inc.,irrelevant
5436466,"Tesla To Deliver Model X: ""Three To Four Months"" [Video]","Tesla, Inc.",irrelevant
5670212,NTSB opens an investigation into Tesla crash in Florida,"Tesla, Inc.",relevant
3634012,China says preliminary probe shows Nvidia violated anti-monopoly law,Nvidia,relevant
8687468,Mastercard filed 15 crypto and metaverse-related trademark applications. Here's a look at what the company may have in the works,Mastercard,irrelevant
2885160,Donald Duck Appears on a Custom Episode of Hot Ones as The Walt Disney Company Continues Celebrating 90 Years of the Iconic Duck,Walt Disney Company (The),irrelevant
5778455,"Tesla Motors: Surprise, Surprise?","Tesla, Inc.",irrelevant
4934632,Facebook Does Something Right for a Change,Meta Platforms,irrelevant
4708248,"Luka Doncic Los Angeles Lakers Nike Swingman Jersey, How To Buy","Nike, Inc.",irrelevant
3348020,"""Working Man"" the bull set to thrill at PBR weekend in AT&T Stadium",AT&T,irrelevant
410878,Airbnb forbids hosts to mention COVID-19 status in listings,Airbnb,irrelevant
4590917,Nike will run a Colin Kaepernick ad during the NFL season opener,"Nike, Inc.",irrelevant
5694234,Tesla's Musk Takes Page From PayPal With Referral Incentive,"Tesla, Inc.",irrelevant
773006,"Immigration Reform 2017: Trump To Restrict Refugee Access, Block Visas For Syria, 6 Other Countries Despite Potential Discrimination",Visa Inc.,irrelevant
3465261,"In AT&T's WarnerMedia spinoff, a Hollywood outsider again learns a tough lesson",AT&T,relevant
3093652,"Time Warner Rising: This Deal Gets Done, Says Pivotal",AT&T,irrelevant
8975452,Johnson & Johnson says COVID vaccine was 66% effective in Phase 3 trial,Johnson & Johnson,relevant
5778632,Apple: Prospect They'd Challenge Tesla Has Street Licking its Chops,"Tesla, Inc.",irrelevant
5986133,Tesla faces another U.S. investigation: Unexpected braking,"Tesla, Inc.",relevant
7492876,What Can An Activist Do For P&G?,Procter & Gamble,irrelevant
8737653,Mastercard At $400 - Assessing The Potential For A Resurgence To Propel The Financial Titan To Unprecedented Heights,Mastercard,irrelevant
