id,title,pos_score,neutral_score,neg_score,company_id
9453930,Apple just updated the iPod. Does anyone care?,0.078945,0.749231,0.171824,2
9463046,"T-Mobile Adds Apple Music, Free Next-Gen iPhone Upgrade",0.321976,0.60525,0.072773,2
2229908,"Gilead Sciences, Inc. (NASDAQ:GILD), Amgen Inc. (NASDAQ:AMGN)",0.021171,0.969772,0.009057,206
9454130,"In Tech: Comcast games, Microsoft music, HBO online",0.022799,0.967456,0.009745,2
11531740,Google Duo’s video chat app gains a SharePlay-inspired feature called ‘live sharing’,0.421866,0.550473,0.02766,2
11616132,"Yes, you can get Apple Music on an Android device — here's how to download and set it up",0.130494,0.763593,0.105913,2
10215454,Apple wants record number of next iPhone models by year-end,0.458562,0.518543,0.022895,2
11531310,"Amazon doubles salary caps for corporate workers to $350,000",0.1791,0.758916,0.061984,2
9459152,"Apple’s Q3 2015: iPhones and Macs up, iPads down, Apple Watch unknown",0.015903,0.943497,0.0406,2
9453979,Apple's New iPods Are Here,0.153164,0.82148,0.025355,2
9454056,iPad Plus Pro: Will Apple’s Giant-Sized Tablet Stop Lackluster Sales?,0.0586,0.153726,0.787673,2
10679199,"Google Play downloads race ahead of iOS, but Apple apps still generate more revenue",0.560429,0.344142,0.095428,2
10691619,Apple Music debuts with strong artist support,0.904838,0.085541,0.009621,2
2170114,"The NASDAQ OMX Group, Inc. (NASDAQ:NDAQ)",0.013751,0.977958,0.008291,206
11443940,Disney Plus no longer offers a free trial period for new subscribers,0.050573,0.823461,0.125966,2
2232085,GW Pharma (NASDAQ:GWPH),0.012049,0.980401,0.00755,206
2232973,"VirnetX Holding Corp (AMEX:VHC), Apple Inc. (NASDAQ:AAPL)",0.018884,0.968305,0.012811,206
9453310,The Uber addiction – why the taxi app is driving me crazy,0.016075,0.040538,0.943387,2
2235858,Jim Cramer On 'Astounding' Netflix: 'I Watch Everything They Do',0.083194,0.906925,0.009881,206
2229708,"Morgan Stanley Upgrades ON Semiconductor, Sees Wide Range Of Potential Positive Opportunities",0.649376,0.334569,0.016056,206
2232405,Travelzoo Inc. (NASDAQ:TZOO),0.014363,0.97636,0.009277,206
11615664,Apple temporarily closes 42 stores in China amid coronavirus outbreak,0.016763,0.482983,0.500254,2
11553433,"These Are The Sturdy, Leakproof Food Storage Containers For Leftovers Amazon Shoppers Swear By",0.37094,0.484963,0.144097,2
2232243,Will Facebook's Video Metric Miscalculation Hurt Its Bottom Line?,0.020277,0.556048,0.423675,206
2235987,"Cerulean, Novartis Collaboration Boosts Former's Stock|(NASDAQ:CERU)(NYSE:NVS)",0.500627,0.479809,0.019564,206
10891220,Apple Music vs. Spotify: Is there a difference in sound quality?,0.164897,0.687641,0.147463,2
2232965,"Great Basin Scientific (NASDAQ:GBSN), Real Goods Solar (NASDAQ:RGSE)",0.028949,0.962262,0.008789,206
10691539,"Apple updates its iPod Touch, Nano and Shuffle line",0.133118,0.84612,0.020762,2
11609926,Spotify is picking a fight with Apple over the app store,0.018941,0.42672,0.554339,2
11531773,"How to tell when your Apple Pencil tip should be changed, and how to change it",0.07241,0.765715,0.161875,2
2237317,"Big, Bigger, Biggest: Singles Day, Cyber Monday And Amazon's Prime Day",0.341794,0.63216,0.026046,206
9459841,"Apple reports strong iPhone sales, but sidesteps watch data",0.372726,0.518532,0.108741,2
9459425,Apple will continue to dominate: Analyst,0.632207,0.339951,0.027842,2
9451086,Should You Install Apple iOS 9 Beta? Apple Inc.'s Latest OS For iPhones And iPads Is Almost Ready For Primetime,0.073513,0.892767,0.03372,2
11525393,'Freight Train' Apple Posts Record Quarterly Revenue,0.638573,0.285557,0.07587,2
9465159,"Motorola refreshes Android phones, offers better cameras",0.491096,0.4533,0.055604,2
11525855,Beats Fit Pro review: Apple’s workout-ready AirPods Pro rivals,0.466172,0.410009,0.123819,2
2232213,"Alphabet Downgraded, Target Cut To $700, Wedbush Fears 'The Four Horsemen Of The Search Apocalypse' (NASDAQ:GOOGL)",0.047871,0.675125,0.277004,206
9806649,Apple producing exclusive new video content for its top artists,0.862011,0.121184,0.016805,2
2237347,"Ericsson (NASDAQ:ERIC), (FNBC)",0.010728,0.982821,0.006452,206
9459653,The 3 takeaways from Apple's earnings report.,0.02769,0.950115,0.022195,2
9459245,Apple's new car guy hire,0.107609,0.859734,0.032657,2
2169949,"Sarepta Therapeutics, Inc. (NASDAQ:SRPT), BioMarin Pharmaceutical Inc. (NASDAQ:BMRN)",0.029777,0.95827,0.011954,206
9453956,Amazon's best-selling books through the years,0.541656,0.428065,0.030279,2
10870199,Apple stock tumbles as iPhone sales disappoint,0.008942,0.085843,0.905215,2
11525687,Apple Fitness Plus Time to Run: a wonderful interactive playlist,0.742369,0.237281,0.020351,2
9465699,Apple Pay: More UK banks jump onboard,0.534749,0.410665,0.054586,2
10873105,How To Spot Fake Apps On The Google Play Store,0.06052,0.774593,0.164888,2
2174370,Del Taco's Disconnect: Fundamentals Vs. Valuation|Wedbush|(NASDAQ:TACO),0.023223,0.940468,0.036309,206
2237240,"Google Inc. (NASDAQ:GOOGL), Google Inc. (NASDAQ:GOOG)",0.019506,0.968012,0.012482,206
9456188,UDPATE 1-Apple faces U.S. class-action lawsuit by employees over bag searches,0.004819,0.119385,0.875796,2
9459206,Apple Now Has $203 Billion In Cash On Hand,0.501615,0.394849,0.103535,2
9447923,Apple Watch Owners Are All Using Them For The Same Thing: Drawing Dicks,0.10238,0.541949,0.355671,2
9445086,"AR goggles will replace phones, says Facebook CEO Zuckerberg",0.127323,0.859584,0.013092,2
2235270,Amazon Introduces 'Prime Reading'; Think Of It As Netflix For Books,0.090707,0.890095,0.019198,206
11523280,Apple granted restraining order against alleged Tim Cook stalker,0.038758,0.688145,0.273098,2
11613343,Apple is deep-cleaning its China stores and restricting employee travel to protect against the coronavirus,0.641433,0.175861,0.182706,2
9450702,How to Download Apple’s iOS 9 Beta—If You Dare,0.035392,0.911885,0.052723,2
11545351,Why are people putting apple cider vinegar on their dicks?,0.038638,0.326278,0.635084,2
9450681,"Apple debuts iOS 9 public preview for iPhones, iPads",0.037539,0.95322,0.009242,2
9450937,Apple Finally Fixes The iPhone Keyboard’s Worst Flaw In iOS 9,0.375997,0.274558,0.349445,2
11523893,Profitable Communism: Apple Hits Record iPhone Market Share in China After Secret Deal with Government,0.841467,0.10427,0.054263,2
9450961,Apple Watch will be strong market share for wearables: Pr...,0.85076,0.131776,0.017464,2
2232189,Microsoft is trying to ‘solve’ cancer with computers,0.741288,0.231814,0.026897,206
11533604,‘Every move scrutinized’: Facebook’s rocky road to the metaverse,0.029719,0.403886,0.566395,2
2235901,IBM Set For Growth In 2017; Morgan Stanley Trims Target To $179,0.417263,0.563097,0.01964,206
11522034,"Eli Apple torpedoes Giants, Saints in unfiltered tweetstorm",0.075152,0.273789,0.65106,2
11529496,"We all learned a painful lesson from Facebook. Now Facebook is learning it, too",0.224421,0.31806,0.457519,2
2232667,"ManTech International Corporation (NASDAQ:MANT), Sonus Networks, Inc. (NASDAQ:SONS)",0.022978,0.967582,0.00944,206
9447491,How to get started with Apple Music Connect,0.060677,0.912558,0.026766,2
10951889,"With Apple Music, the company streams to catch up",0.09032,0.871076,0.038605,2
11525835,Apple adds unlisted apps to its App Store,0.103447,0.834491,0.062061,2
2229650,"Steelcase Inc. (NYSE:SCS), Herman Miller, Inc. (NASDAQ:MLHR)",0.019855,0.971158,0.008987,206
11533907,iOS 15.4: Apple releases third developer beta as official release gets closer,0.046017,0.936035,0.017948,2
9459252,Apple adds another auto exec to its roster,0.2314,0.745245,0.023355,2
9465750,Home Plates: Apple fritters and mill town memories,0.160256,0.763587,0.076157,2
10852733,"Fiona Apple Sings ""When I Get Low, I Get High"" With Watkins Family Hour",0.241132,0.605461,0.153407,2
9450466,Judge Tosses $532 Million Award in Apple iTunes Infringement Case,0.007114,0.135654,0.857232,2
9459185,Apple shares plummet after lower than expected iPhone sales,0.012055,0.119725,0.86822,2
2232519,Gilead Sciences: Tired of Waiting,0.030334,0.910508,0.059159,206
11615906,"Christie Brinkley, 66, Stuns In A Sizzling Ringmaster Costume For Her Big Apple Circus Hosting Gig",0.071974,0.825624,0.102402,2
9459166,"UPDATE 2-Apple gives weak forecast, shares fall more than 6 pct",0.010998,0.181446,0.807556,2
11615579,Weekend reads: It’s only a matter of time before Tesla’s stock gets this huge support,0.370101,0.608189,0.021711,2
9468849,"When Apple drops, suppliers look out below",0.025622,0.677767,0.296611,2
11567556,Mark Zuckerberg says Meta is building the world’s fastest AI supercomputer,0.806217,0.167359,0.026424,2
9444995,Apple Music Will Kill Your iPhone Battery; Here's What To Do About It,0.029086,0.282852,0.688062,2
2170010,"Buy Stocks, Sell Bonds, JPMorgan Says",0.055739,0.9144,0.029861,206
11614053,"Starbucks Closes More Than 2,000 Stores In China Amid Coronavirus Outbreak",0.018178,0.424084,0.557738,2
10212847,Apple Watch sales plunge 90%,0.015359,0.220663,0.763978,2
9450716,"PillPack launches iPhone, Apple Watch medication reminder app knows when you're home",0.134697,0.823534,0.041769,2
9457088,Cash Cow: Apple Sold Another 47.5 Million iPhones in Latest Quarter,0.063965,0.279532,0.656503,2
10966601,"Tech Five: Elon Musk announces incentive program, Tesla shares up",0.358939,0.611501,0.029559,2
10870117,How Apple could make a $53 billion profit this year,0.734149,0.179429,0.086422,2
11532110,Amazon Music Hosting Eddie Vedder in Conversation With Bruce Springsteen,0.027101,0.967746,0.005153,2
11531658,"Girl, 14, killed by hit-and-run driver near Apple Hill",0.018716,0.919933,0.061351,2
2170039,What Does Facebook's Workplace Software Mean?,0.017164,0.953032,0.029803,206
9460073,Not Your Average Sale: Uber Will Deliver Phones in Asia,0.166403,0.725329,0.108268,2
9468354,Apple Wants Siri to Transcribe Your Voicemail,0.17828,0.742034,0.079687,2
2232828,Amazon Web Services Is Key; Guggenheim Initiates With Buy & $950 Target (NASDAQ:AMZN),0.67406,0.303662,0.022278,206
9459597,Remember When Alan Greenspan Did Apple Commercials?,0.038198,0.848601,0.1132,2
11529445,Facebook faces a 'perfect storm' of challenges that will define its future,0.155901,0.575095,0.269004,2
9451084,Apple stock continues its steep fall,0.032315,0.353626,0.614058,2
2229586,"The Gift That Keeps on Giving: Dow Gains 98 Points, Nasdaq Hits Record as Fed Frenzy Continues",0.635237,0.267359,0.097403,206
9824306,Chai Muesli With Grated Apple & Walnuts,0.065915,0.777246,0.15684,2
11523617,Everett-born filmmaker Chris Miller on his new Apple TV+ show ‘The Afterparty’,0.028148,0.952936,0.018917,2
9609849,Apple CEO Tim Cook: 'Accessibility Rights Are Human Rights',0.541394,0.444442,0.014164,2
9450470,"Apple's next iPhone will have a Force Touch display, says WSJ",0.045355,0.945656,0.008989,2
2235265,Google's Pixel Phone: Everything You Wanted The iPhone To Be,0.068996,0.903529,0.027474,206
9557779,Google and Apple try to keep malware out of their app stores. But they don’t always succeed.,0.194295,0.429896,0.375808,2
2235109,"Royal Caribbean: Better Growth Than Carnival, Less Risky Than Norwegian",0.190475,0.704307,0.105217,206
2229909,"Gilead Sciences, Inc. (NASDAQ:GILD), Twitter (NYSE:TWTR)",0.02121,0.969503,0.009287,206
2232418,"TeleTech Holdings, Inc. (NASDAQ:TTEC), Toro Company (The) (NYSE:TTC)",0.019248,0.970525,0.010227,206
11527692,"Business Highlights: Meta's profit slips, CNN president out",0.007052,0.172256,0.820692,2
2232495,"Apple's iPhone 7 Appetite Strong, Should Exceed iPhone 6 (NASDAQ:AAPL)",0.426039,0.551246,0.022715,206
2233026,Intel's Early Q4 Production Forecasts Indicate Sequential Declines (NASDAQ:INTC),0.035507,0.94096,0.023533,206
9453577,"Apple Pay launches in Britain, but not everyone is on board",0.043257,0.88182,0.074923,2
2170051,Illumina's Poor Streak A Sign Of Market Saturation (NASDAQ: ILMN),0.043184,0.811601,0.145214,206
10991343,FTC looks into Apple's rules,0.029696,0.926879,0.043425,2
9451081,"Apple leases 300,000 square feet at Ellis Partners' 101 Tech campus in north San Jose",0.056751,0.923246,0.020004,2
11525244,The Apple Drone Is Finally Here,0.147862,0.756892,0.095246,2
11523907,What's Wrong With Apple's iPad?,0.009581,0.084901,0.905518,2
9451022,Galaxy Note 5 Vs. iPhone 6S Plus: Apple Inc. And Samsung Are About To Go Head-To-Head Again With New Phablets,0.090208,0.863276,0.046516,2
11533401,"Wedbush Is Bullish on Shopify, Thanks to Apple",0.173977,0.411908,0.414115,2
9257330,-Spotify criticizes new Apple services bundle on antitrust grounds,0.006884,0.096307,0.896808,2
11605596,Apple iOS 14 Update: Which Devices Will It Support?,0.045179,0.935161,0.01966,2
9450575,Major Job Cuts Expected at Microsoft,0.031028,0.905068,0.063904,2
9451016,Hands-on with the Apple iOS 9 public preview: Eight things I like and two I don't,0.116626,0.822325,0.061049,2
11611770,There’s only one stock millennials prefer over Amazon and Tesla,0.073065,0.481462,0.445473,2
11368274,Apple Suddenly Exposes Radical New iPhone Details,0.019946,0.076822,0.903232,2
9447731,GG1 – New Version Of Google Glass Might Not Resemble Glasses,0.031423,0.924432,0.044145,2
2229649,"NDLS), Great Basin Scientific (NASDAQ:GBSN)",0.017854,0.971262,0.010884,206
9459674,Chinese economy concerns wipe $40bn off value of Apple,0.046557,0.475671,0.477771,2
9466043,Another Poor Apple Watch Sales Report Produces Controversy,0.005751,0.052786,0.941463,2
9450557,"TeleCommunications Acclaimed, Apple Watching the Watch: Telecom Winners and Losers",0.467321,0.475697,0.056982,2
9465717,Google + lives on in Hangouts and Photos,0.022068,0.967783,0.010149,2
11571711,Apple is the world's biggest smartphone seller once again,0.893491,0.070427,0.036082,2
2237276,Can Tesla Recharge Panasonic’s Batteries?,0.032224,0.954928,0.012848,206
10873507,Apple Music's biggest flaws (and how to fix them),0.028656,0.084135,0.887209,2
2233008,"Netflix Could Be A Legitimate Target For Disney, Apple (NASDAQ:NFLX) (NYSE:DIS)(NASDAQ:AAPL)",0.346779,0.609985,0.043236,206
2235394,"America Movil shareholders approve delisting from Nasdaq, Latibex",0.021753,0.739325,0.238922,206
11524129,the Apple Watch SE is on sale for just $249 in fantastic deal at Amazon,0.289676,0.609359,0.100965,2
11607400,Apple iPad Deals: Lowest Prices Ever on Wi-Fi and Cellular Models,0.503882,0.435744,0.060373,2
2230004,Stocks fall broadly; Deutsche Bank and Pfizer decline,0.026671,0.891994,0.081335,206
11529603,Spotify’s attempt to play the Facebook game over Joe Rogan won’t wash,0.020636,0.345661,0.633703,2
2230056,"AK Steel Holding Corporation (NYSE:AKS), Acorda Therapeutics, Inc. (NASDAQ:ACOR)",0.025427,0.961466,0.013107,206
2232076,4 Flaws In Disappointing Apple iPhone 7 Data (NASDAQ:AAPL),0.026776,0.823179,0.150045,206
9466101,"OnePlus CEO Carl Pei On Competing With Apple Inc., His Company’s Success, And How They Broke America",0.701203,0.246341,0.052456,2
11615471,Those Apple Cards are looking pretty busted just six months later,0.015083,0.114288,0.870629,2
11613882,Apple wants to standardize the format of SMS OTPs (one-time passcodes),0.751827,0.219537,0.028636,2
11533579,Three New Macs Reportedly Pop Up in Regulatory Filings Ahead of Rumored Apple Event,0.029693,0.92593,0.044377,2
2235463,"Resources Connection, Inc. (NASDAQ:RECN)",0.020044,0.966031,0.013924,206
2233028,"Cabela's Inc (NYSE:CAB), Amicus Therapeutics, Inc. (NASDAQ:FOLD)",0.019351,0.971202,0.009447,206
9456413,Apple Appears to Have Fixed That Unusual Siri Glitch,0.420731,0.173145,0.406124,2
9450990,Apple releases beta version of iOS 9 – but should you really download it?,0.033773,0.92054,0.045688,2
11527354,"Google could challenge for $2 trillion market cap after earnings, stock-split news",0.047633,0.887618,0.064748,2
2237281,"eBay Inc. (NASDAQ:EBAY), lululemon athletica inc. (NASDAQ:LULU)",0.022684,0.962649,0.014667,206
11616110,Apple Watch Series 5 Deals: Save on the Latest Model Apple Watch,0.073625,0.885037,0.041338,2
2232560,"SPDR Technology Select Sector Fund ETF (ETF:XLK), Microsoft Corporation (NASDAQ:MSFT)",0.026012,0.960706,0.013282,206
2235278,"Catalyst Pharmaceutical Partners, Inc. (NASDAQ:CPRX), (CRBP)",0.018357,0.970525,0.011118,206
11151837,Netflix Is So Hot Because It Gives Us What We Want: TV,0.85939,0.096739,0.043871,2
11609992,"Apple Releases IOS 13.3.1: Crucial Location-Tracking Security Update, Screen Time & Mail Fixes",0.27812,0.638506,0.083374,2
11569459,Apple discounts for students no longer need any kind of verification,0.283497,0.440889,0.275615,2
2170175,Amazon Unveils Music Streaming Service Starting At $7.99 A Month,0.230323,0.753151,0.016526,206
9462649,They grow up fast: Apple quietly bulks up Swift and Xcode in year two,0.833837,0.124326,0.041837,2
11571562,How Apple's iCloud Private Relay Can Keep You Safe,0.724487,0.180448,0.095065,2
11613841,Apple TV Plus’ ‘Mythic Quest: Raven’s Banquet’ Tackles Lack of Gender Parity in Video Game Industry,0.039904,0.633066,0.327031,2
11532097,Apple tweaks AirTag setup to warn stalkers they're breaking the law,0.151857,0.458278,0.389865,2
2235876,Morning Movers: Goldman Sachs Jumps on Earnings; UnitedHealth Gains,0.118102,0.847433,0.034465,206
10864792,"Apple Unveils New, Faster iPod Touch With Streaming Service in Mind",0.857232,0.118308,0.02446,2
11527719,Judge dismisses lawsuit over Apple iPhone water resistance claims,0.002569,0.040016,0.957415,2
9459176,Apple's real earnings problem: The forecast,0.014192,0.153625,0.832183,2
2235626,Morning Movers: Honeywell Tumbles on Guidance; Gap Jumps,0.030124,0.76362,0.206255,206
2232783,"NTNX), Nova Lifestyle Inc (NASDAQ:NVFY)",0.019731,0.96858,0.011689,206
11613834,"Apple Exceeds Q1 2020 Revenue Expectations By Several Billion, Citing Increased Demand For iPhone 11",0.883997,0.093449,0.022554,2
11522106,Apple pulled plug on plan to battle Sonos Roam with battery-powered HomePod,0.028623,0.292939,0.678438,2
10933420,Apple Increases iPhone Production to Record Setting 90 Million Units,0.792522,0.17572,0.031758,2
11529495,Apple reportedly plans to reveal the first iPhone SE with 5G in March,0.111861,0.873463,0.014676,2
9453394,Design guru restyles Apple Watch with aerospace aluminum case,0.061921,0.867487,0.070591,2
9459978,"Many Apple fans wait on buying Apple Watch, as early buyers seek improvements",0.133581,0.763504,0.102915,2
11522212,Apple pays major bug bounty to fix Safari flaw that hacked your webcam,0.125516,0.226693,0.647791,2
9447313,"No, Apple Music isn't primarily meant to sell more Apple hardware",0.097057,0.63509,0.267853,2
11529238,Snap shares soar more than 40% after earnings show it's weathering Apple's privacy changes,0.041451,0.363615,0.594935,2
11614062,"American, Delta slash China service as coronavirus 'significantly' lowers demand",0.041456,0.432616,0.525927,2
2229926,"The Finish Line, Inc. (NASDAQ:FINL), Natuzzi, S.p.A. (NYSE:NTZ)",0.029353,0.961072,0.009575,206
9456777,Auto industry veteran Doug Betts joins Apple,0.177713,0.813475,0.008812,2
10840296,Tech Five: Facebook changes terms for video ad buyers,0.031187,0.954779,0.014034,2
2236022,"Q), Wells Fargo Company (NYSE:WFC)",0.011287,0.979515,0.009198,206
9811771,Thinking about Apple’s new Music service? Here are the basics.,0.08243,0.861047,0.056523,2
11613368,"Facebook stock plummets after earnings beat, but not by enough",0.038127,0.297185,0.664687,2
10721019,How to decide whether switching from Spotify to Apple Music is the right choice,0.122443,0.761657,0.115901,2
9459161,"Apple Slides Despite Huge Profit, Massive Cash Pile: It's All About The iPhone",0.017144,0.019305,0.963551,2
9453951,Netflix-Like Book Services Would Be Happy if You Read Less,0.588079,0.300138,0.111783,2
11529645,Pete Najarian Says Apple Could Report 'Something Close' To Microsoft's Numbers: What Investors Need To Know,0.175129,0.699226,0.125645,2
11524121,Powerful weekend winter storm could dump a foot of snow on Big Apple,0.075822,0.885115,0.039063,2
11613401,"Facebook Watch pulling back on original shows, live sports, report says",0.01674,0.956004,0.027256,2
11615525,Apple iPad 2020 And iPad Pro 2020: Everything We Know So Far,0.045788,0.934009,0.020203,2
9459207,"iPhones and China fuel Apple's growth, not the Watch",0.637083,0.297699,0.065218,2
2174217,"Stumpf Leaves Wells Fargo, More Trump Allegations: The Market In 5 Minutes",0.007963,0.807912,0.184125,206
2229565,Is Chipotle Mexican Grill Off of Its Sick Bed?,0.016732,0.923183,0.060085,206
2232410,"ANAVEX LIFE SCIENCES (AVXL), SkyPeople Fruit Juice, Inc. (NASDAQ:SPU)",0.084021,0.899369,0.01661,206
11615377,"Facebook hits back at Soros claim of 'special relationship' between Trump, Zuckerberg",0.026317,0.550996,0.422687,2
9468488,"Apple Music streaming service: Clunky, cool, catchy",0.825714,0.12392,0.050366,2
2232088,"ARIAD Pharmaceuticals, Inc. (NASDAQ:ARIA)",0.014944,0.975393,0.009664,206
11527238,iOS messaging reactions get full support in latest Google Messages beta,0.46666,0.517709,0.015631,2
11523485,Apple to let iPhones accept credit cards without extra hardware: report,0.172124,0.790621,0.037255,2
10985290,Apple Is Building A New Store In Hong Kong,0.860364,0.122703,0.016933,2
2235142,iRadimed Corp. (NASDAQ:IRMD),0.014506,0.979083,0.006411,206
11611741,"Apple Delivers Best-ever Quarter, Powered By IPhones, Services",0.946888,0.037642,0.015469,2
10861563,Nicky Hilton Rothschild Monkeys Around on Her Honeymoon,0.028341,0.945032,0.026627,2
9448134,"Showtime Streaming Service Goes Live on Apple, Roku, Hulu, PlayStation",0.042969,0.929458,0.027572,2
11527546,"Apple’s Releases Mysterious Apple Watch Update, watchOS 8.4.1: Its Secrets Revealed",0.005781,0.183642,0.810577,2
9486269,2 girls stabbed at Apple Carr Village released from hospital,0.011847,0.916868,0.071285,2
2229910,"Akamai Technologies, Inc. (NASDAQ:AKAM), Cheniere Energy, Inc. (AMEX:LNG)",0.026595,0.959594,0.013811,206
11059012,Comcast offers live TV without cable subscription—though with a big limitation,0.049259,0.579603,0.371137,2
10873192,Why Apple’s Beats 1 is music streaming done right,0.491617,0.401128,0.107254,2
11525543,Eli Apple fined for taunting Ryan Tannehill,0.002938,0.04288,0.954182,2
2232166,Miracle Marijuana Drug Epidiolex Hits Phase 3 Primary Endpoint For Treating Lennox-Gastaut Syndrome (NASDAQ:GWPH),0.421512,0.536095,0.042392,206
11609934,Manhunt under way in apple orchard in Central Washington,0.013368,0.96692,0.019711,2
11522176,"Apple Files Restraining Order Against Woman Stalking, Harassing CEO Tim Cook",0.093683,0.721466,0.184851,2
11523707,Apple acquires 'Cha Cha Real Smooth' starring Dakota Johnson,0.225703,0.735148,0.039149,2
11616222,Google Assistant now works with Tile to find your lost stuff,0.194367,0.721801,0.083831,2
9456947,Microsoft Shifts Its Strategy,0.061624,0.804981,0.133395,2
10867680,How streaming sign-ups are changing Showtime's business,0.150514,0.814661,0.034825,2
10107702,Here's Another Hint That An Apple Car Is Coming,0.159536,0.724791,0.115673,2
9456783,Seriously Simple: Palladio's Venetian apple cake fit for any occasion,0.303671,0.487798,0.208531,2
9459360,McDonald's Manager Confirms A 'Secret Menu' Exists,0.097236,0.821319,0.081445,2
2305187,Applied Materials Becomes Oversold (AMAT),0.023431,0.82549,0.151079,206
11531447,"No one is on Facebook, so how are we inviting friends to parties and shows?",0.049463,0.564891,0.385646,2
11537490,Google introduces a new system for tracking Chrome browser users.,0.214121,0.751583,0.034297,2
10673091,Some Spotify Services Down After Apple Music Launch [UPDATE],0.01985,0.775529,0.204621,2
10733086,The Tube in London could get even more expensive if you use Apple Pay,0.038876,0.483534,0.47759,2
11526063,ABBA's Björn Ulvaeus Launches Radio Show On Apple Music,0.024913,0.961118,0.013969,2
11609917,Apple’s updates iPod Touch amid declining sales,0.01537,0.34104,0.64359,2
10098341,Could the Apple Watch Be Worse Than Google Glass?,0.033078,0.31375,0.653173,2
11611392,Tim Cook says Apple has shut one store in China and is restricting employee travel because of coronavirus,0.015924,0.335498,0.648578,2
9454022,New iPod With Apple Music Said To Launch Wednesday,0.044137,0.932516,0.023347,2
11523884,Apple’s latest iPadOS and macOS betas finally add Universal Control,0.471795,0.485701,0.042504,2
9460147,Better Apple Watch charging stands may finally be coming,0.332151,0.559756,0.108093,2
11529455,Amazon added more to its market capitalization on Friday than any company ever had in a single day,0.391602,0.459063,0.149336,2
9459979,"Taiwan stocks fall, dragged down by tech after weak Apple outlook",0.016678,0.224278,0.759044,2
2232060,Finish Line's Stock Price Running Beyond Barclays' Target,0.0479,0.919459,0.032642,206
9609724,Apple aims to revive Home Sharing of music in iOS 9,0.88984,0.097443,0.012717,2
9459403,Can Apple juice Dow like Google did Nasdaq?,0.138989,0.505258,0.355753,2
2230031,Twitter's Latest M&A Rumor: Disney,0.006527,0.984182,0.009291,206
2229866,"Accenture plc. (NYSE:ACN), Advanced Energy Industries, Inc. (NASDAQ:AEIS)",0.021794,0.969088,0.009119,206
2232777,Did You Miss Microsoft's Artificial Intelligence Announcement?,0.017303,0.868376,0.114321,206
9447477,U.S. Appeals Court Rules Against Apple In e-Book Case,0.009021,0.29739,0.693589,2
11529942,"Kristen Wiig, Laura Dern Attached to ‘Mrs. American Pie’ Comedy Series at Apple TV Plus",0.024909,0.9595,0.015592,2
2229924,Facebook Provided Inflated Video-Viewing Metrics,0.05954,0.921249,0.01921,206
9450458,Apple Watch online sales plunge 90% in US: Report,0.018487,0.431074,0.550439,2
9462832,"Apple, Google among companies pledging to invest in climate action",0.892639,0.093911,0.01345,2
11616173,Apple AirPods are the most popular true wireless earbuds — here's how much every model costs,0.335366,0.43712,0.227514,2
9809210,Report suggests the Apple Watch is failing,0.008006,0.087003,0.90499,2
11613633,Apple Has Big Plans For 2021 LCD iPhone,0.313757,0.667227,0.019016,2
9465179,"Google Internet of Things Eddystone 'Beacons', More Open Than Apple",0.113302,0.669721,0.216978,2
11611821,Analysts divided on how much further Apple shares can climb after ‘blowout results’,0.172848,0.552649,0.274503,2
2230025,Achaogen (Nasdaq:AKAO),0.014061,0.97597,0.009968,206
2232998,Axsome Therapeutics (NASDAQ:AXSM),0.014817,0.978039,0.007144,206
9457049,Apple hurts itself by hiding Apple Watch sales,0.005388,0.022758,0.971854,2
11533516,Amazon says vaccinated warehouse workers can now work unmasked,0.069356,0.806151,0.124494,2
11616198,50 New Things Under $30 On Amazon Prime That Are So Legit,0.38246,0.440424,0.177116,2
9462599,"India's Reliance to launch telecom venture with over 1,000 stores",0.334732,0.646875,0.018393,2
10882108,"Apple: China, Watch Are ‘Forrest-and-Trees,’ ‘Bark-vs-Bite,’ Says FBR & Co.",0.044725,0.948468,0.006806,2
11527418,Apple TV+ shares first look at 'Foundation' Season 2 and reveals new cast members,0.036181,0.958909,0.00491,2
11613733,iPhone 11 breathes life back into Apple in India,0.643604,0.310863,0.045533,2
9459760,Breakingviews: Apple time,0.020479,0.953367,0.026155,2
9456555,Google rallies as profit beats forecasts on ad revenue growth,0.667814,0.253463,0.078723,2
2235503,"KLA-Tencor Corporation (NASDAQ:KLAC), Applied Materials, Inc. (NASDAQ:AMAT)",0.0218,0.967287,0.010913,206
11525259,Hidden Folks brings seek-and-find puzzle fun to Apple Arcade,0.129612,0.82903,0.041358,2
11616178,Justice Department meeting state AG offices Tuesday to discuss Google: sources,0.011073,0.986493,0.002435,2
2170005,"Aetna Inc. (NYSE:AET), Siebert Financial Corp. (NASDAQ:SIEB)",0.019943,0.969514,0.010543,206
11529949,Kristen Wiig to Star in 1970s-Set Comedy 'Mrs. American Pie' at Apple TV+,0.02192,0.960601,0.017479,2
10879043,"Apple in Narrowest Trading Range Ever, Says Bespoke",0.132634,0.83615,0.031215,2
11614090,Google may be quietly preparing to add one of the iPhone's most coveted features to Android,0.466195,0.473938,0.059867,2
9459441,What's Behind The Hold Up For Apple's HomeKit?,0.036787,0.640489,0.322723,2
2235993,"Panera Bread Company (NASDAQ:PNRA), EnviroStarm, Inc. (AMEX:EVI)",0.025011,0.962815,0.012174,206
