id,title,pos_score,neutral_score,neg_score,company_id,company_name
6192731,LIA joins coalition supporting Uber in NYS,0.827107,0.154039,0.018855,57,Uber
8610845,We Tested Europe's New Lie Detector for Travelers — and Immediately Triggered a False Positive,0.004836,0.023817,0.971347,14,Visa Inc.
3397956,HBO Max for free? Here's what HBO subscribers will need to get the upgrade,0.121569,0.800353,0.078079,55,AT&T
4295040,Microsoft co-founder's remote vehicles find a legendary WWII ship,0.765146,0.203779,0.031074,3,Microsoft
8546011,"2022 Voter Guide: Amal Torres, candidate for U.S. Congress District 3",0.038504,0.95612,0.005376,14,Visa Inc.
6882636,"LA moves to cap fees charged by Uber Eats, Postmates and other food delivery services",0.050023,0.316426,0.633551,57,Uber
781963,What Does Extreme Vetting Mean? Homeland Security Chief Suggests Requiring Social Media Passwords From Visa Applicants,0.052041,0.381666,0.566293,14,Visa Inc.
114449,The Settlers of Catan 5th Edition Board Game for $31 + pickup at Walmart,0.040541,0.942097,0.017362,12,Walmart
8382277,‘We’ve Never Been Smuggled Before’,0.05451,0.912005,0.033486,14,Visa Inc.
6749372,"Liberal CA lawmakers take aim at Uber and Lyft, but may accidentally put newspaper orgs out of business",0.015552,0.055504,0.928944,57,Uber
8489629,"What is a vaccine passport? Your Covid-19 travel questions, answered",,,,14,Visa Inc.
3169122,Boston Scientific shares jump on report of possible takeover,0.240251,0.717121,0.042628,55,AT&T
6925105,"Legislature to consider statewide regulations on Uber, Lyft",0.073146,0.829228,0.097626,57,Uber
6670177,Kalamazoo Uber shootings: Who is Jason Dalton?,0.009468,0.587339,0.403193,57,Uber
6730496,"These are Walmart's top-selling items of 2018—Instant Pot, Nintendo Switch, toilet paper, and more",0.664748,0.303554,0.031698,12,Walmart
8147000,"What Donald Trump's travel ban does, how it's changed",0.075855,0.750313,0.173832,14,Visa Inc.
1010252,"21 Savage’s arrest revives Cardi B’s feud with Tomi Lahren, forces Demi Lovato off Twitter",0.006056,0.124939,0.869004,14,Visa Inc.
3405564,"HBO Max removes ‘Gone With the Wind,’ will add context",0.044198,0.906529,0.049273,55,AT&T
6462252,"Former Uber, Waymo engineer Anthony Levandowski paid someone inside Tesla for information, Erika Wong's lawsuit claims",0.003564,0.093745,0.902691,57,Uber
6714284,"Lawyers by Day, Uber Drivers and Bartenders by Night",0.057902,0.862306,0.079792,57,Uber
6571669,Florida Stand Your Ground Shooting: Uber Driver Claims Self-Defense,0.049738,0.142617,0.807645,57,Uber
350563,The Smoke And Mirrors Of OUR Walmart,0.042731,0.762512,0.194757,12,Walmart
4288208,Microsoft confirms it's not killing off Paint after outpouring of support,0.667853,0.218396,0.11375,3,Microsoft
3333867,HBO Max: Everything We Learned From WarnerMedia's Streaming Event,0.043906,0.942281,0.013813,55,AT&T
3370503,"HBO Max/HBO Gain 3 Million Subscribers in Q1, WarnerMedia Profit Pinched by Streaming Investments in Final Quarter With AT&T",0.483757,0.443041,0.073202,55,AT&T
3402769,HBO Max: How to Sign Up for the New Streaming Service,0.086166,0.888776,0.025058,55,AT&T
3010105,Bowen: Eagles can't let Cowboys get off to running start,0.022425,0.961951,0.015625,55,AT&T
4202289,Microsoft Corp. (MSFT) Has Jumped To A New High After Q1 Profit Beat,0.735518,0.160066,0.104416,3,Microsoft
3504388,Boeing’s Starliner test flight scrubbed again after hold in final countdown,0.008968,0.949671,0.04136,55,AT&T
646067,We left our jobs at 60 to travel the world. Retiring early means living off savings before Social Security kicks in.,0.492915,0.416249,0.090836,14,Visa Inc.
599115,The Sony WH1000XM3 noise canceling headphones get a $70 price cut at Walmart,0.060095,0.87419,0.065715,12,Walmart
817327,14 Ways to Prevent Fraud on Your Debit & Credit Cards,0.280035,0.521898,0.198068,14,Visa Inc.
3370456,Boost Celero 5G review: budget phone with budget battery life,0.171566,0.810046,0.018388,55,AT&T
3566790,"HBO Max was renamed Max, and Warner Bros. Discovery lost subscribers",0.019147,0.6113,0.369553,55,AT&T
870692,13 reactions to the Cavaliers brutal meltdown in Toronto,0.013945,0.966593,0.019463,14,Visa Inc.
6644706,Free Election Day Uber Rides Being Offered In Philadelphia To Help Hillary Clinton,0.799338,0.148084,0.052578,57,Uber
6882628,"L.A. moves to cap fees charged by Uber Eats, Postmates and other food delivery services",0.05155,0.358328,0.590122,57,Uber
1067522,"What a Monopoly Superfan Thinks About the New Cashless, Voice-Activated Edition of the Game",0.10828,0.697294,0.194426,14,Visa Inc.
3220412,HBO Goes Dark For First Time In Its History Due to Standoff with Dish,0.024194,0.661831,0.313975,55,AT&T
3411518,HBO Max Gets 4.1 Million Subscribers In Its 1st Month,0.142938,0.832,0.025062,55,AT&T
8501850,What 3 Visa Analysts Are Saying After Credit Card Network's Q3 Statement,0.023469,0.949686,0.026845,14,Visa Inc.
3486799,"HBO Max, Disney+ Big Bets With Premium Content Online Paying Off Quickly With Subscribers",0.204813,0.713131,0.082056,55,AT&T
2997595,"Boosting Your Cell Signal, Choosing A Great Password",0.870579,0.077347,0.052074,55,AT&T
6954014,Former California Uber driver sentenced for raping and robbing intoxicated passengers,0.002355,0.016653,0.980992,57,Uber
6486313,Former Uber CEO Travis Kalanick launches new investment fund,0.263658,0.699126,0.037216,57,Uber
4157405,Microsoft crafts new policy in effort to ban 'terrorist content',0.667719,0.186813,0.145469,3,Microsoft
3423910,"HBO conquers TV's Emmy Awards, Apple nabs first trophy",0.454861,0.490014,0.055125,55,AT&T
6974050,Former NFL quarterback Jay Cutler dropped by Uber Eats for anti-mask views,0.0096,0.575227,0.415174,57,Uber
6507864,Know When It's Time to Call an Uber with The BACtrack Vio Smartphone Breathalyzer,0.050462,0.850547,0.098991,57,Uber
7129899,These Restaurants Will Fill Some Of The Vacancies Left By McDonald’s Inside Walmart Stores,0.060751,0.888269,0.050981,12,Walmart
555616,The US sues Walmart over $10 million in fees charged to delivery drivers,0.002648,0.027261,0.970091,12,Walmart
3435219,HBO Max kills 1-week free trial before Wonder Woman 1984 hits Dec. 25,0.026536,0.918671,0.054793,55,AT&T
6692857,Lighted sign requirement removed from SC Uber safety bill,0.06325,0.597002,0.339748,57,Uber
4866236,Microsoft confirms talks seeking to buy U.S. arm of TikTok,0.137576,0.846459,0.015965,3,Microsoft
851479,We Must Remain Vigilant Through Responsible Refugee Policies,0.867963,0.098134,0.033902,14,Visa Inc.
3542772,Bombshell NYT report reveals Bill Barr’s special counsel opened 'secret' financial crimes probe into Trump,0.010409,0.50628,0.48331,55,AT&T
6453876,"Former Orbitz CEO joins Uber as chief operating officer, ending long executive search",0.28311,0.684009,0.032881,57,Uber
6261174,KC seeks public feedback on new Uber regulations,0.087724,0.800862,0.111414,57,Uber
6632774,Kevin Smith's Daughter Harley Quinn Smith Reveals She Was Almost 'Kidnapped' By Fake Uber Drivers in L.A.,0.003734,0.048521,0.947745,57,Uber
3319721,Boris Johnson shuts down Parliament to push Brexit plan,0.012548,0.730202,0.25725,55,AT&T
8374202,"2025 To See Dogecoin ETF, Strategic Bitcoin Reserve, 'MicroStrategy Of Ethereum,' Predicts Crypto Hedge Fund",0.133838,0.845426,0.020736,14,Visa Inc.
6521289,"Former Uber CEO Travis Kalanick just became an actual billionaire with $1.4 billion in cash, and he plans to start giving it away",0.335267,0.386499,0.278234,57,Uber
3331763,HBO Max will launch in May 2020 with 'curated by humans' push,0.131736,0.859456,0.008808,55,AT&T
6644399,Key Hire Could Make Uber’s Flying Car Dream Come True,0.852867,0.081013,0.06612,57,Uber
532767,‘They got to get rid of it somehow’: Shopper buys 24-pack of Sprite from Walmart. Then they open up the cans,0.065965,0.741806,0.192229,12,Walmart
995669,What Does the October 2016 Visa Bulletin Mean for EB-5s?,0.022909,0.935728,0.041363,14,Visa Inc.
6930662,Flying Big Macs are coming to San Diego courtesy of Uber drones,0.148751,0.805283,0.045965,57,Uber
3465541,"HBO Max to offer mobile plan for as little as $3 a month in Latin America, Caribbean",0.177653,0.797239,0.025108,55,AT&T
9307,The Walmart Black Friday Deals Are Starting Early,0.469998,0.42975,0.100252,12,Walmart
6646318,Kalamazoo shootings: Uber rider describes family's brush with 'Cold-blooded murderer',0.023143,0.785754,0.191103,57,Uber
8352197,What 9/11 evidence unsealed in court reveals years after the attacks,0.006707,0.39683,0.596463,14,Visa Inc.
6324906,"Ford bets $1B on startup founded by Waymo, Uber vets",0.152206,0.792225,0.055569,57,Uber
3402934,"HBO Max: Which Devices, Streaming Services And Cable Providers Are Compatible?",0.055547,0.92497,0.019483,55,AT&T
6916245,France tells Paris police to crack down on Uber,0.009282,0.07385,0.916868,57,Uber
3193075,Booted by the Dow: What Does It Mean?,0.010869,0.487586,0.501545,55,AT&T
472968,The Switch 2 is coming to Walmart tonight at 9PM ET — but there's a catch,0.016712,0.971874,0.011414,12,Walmart
4592741,Microsoft Could One-Up Apple Pencil With Music-Playing Surface Pen,0.737558,0.15845,0.103991,3,Microsoft
687634,What Do Travel Agents Even Do Anymore?,0.016689,0.907825,0.075485,14,Visa Inc.
3397206,"HBO Max debuts on May 27th with 10,000 hours of content, including a handful of originals",0.126894,0.851606,0.021499,55,AT&T
12172204,Microsoft could acquire Salesforce.com. Here's why,0.165507,0.790892,0.043602,3,Microsoft
382450,This Braun Electric Shaver is on sale for $75 off Walmart,0.082282,0.854917,0.062801,12,Walmart
6165675,Former Clinton staffer faces subpoena; Sony reaches hacking settlement; Uber to expand in Brussels,0.076187,0.755764,0.16805,57,Uber
7150135,The Walmart 4th of July sale is live,0.022942,0.959119,0.017938,12,Walmart
8537246,15 Shocking Reasons People Regret Getting A Divorce,0.028548,0.419468,0.551984,14,Visa Inc.
910564,What in the Name of Pop Is Going on With Eurovision?,0.01163,0.977164,0.011205,14,Visa Inc.
41337,The Walmart wage bump: who gets it and who pays for it.,0.232173,0.562431,0.205397,12,Walmart
6486381,Former Uber CEO Travis Kalanick starts fund to invest in tech startups,0.387626,0.549732,0.062642,57,Uber
6273196,Kim Kardashian Calls Out Uber For Banning Kendall Jenner From Getting Rides,0.004943,0.050384,0.944673,57,Uber
2938398,Bosh provides insight on Aldridge’s transition,0.105918,0.881224,0.012858,55,AT&T
3331779,HBO Max to Release New Gina Rodriguez Film 'Bobbie Sue',0.029435,0.959095,0.01147,55,AT&T
6921817,Former Uber Exec Accused Of Stealing Trade Secrets For Bezos-Backed Startup,0.002212,0.014993,0.982794,57,Uber
4713211,Microsoft could give Windows 11 PCs a new option for the Copilot key – but don't get too excited just yet,0.339472,0.547377,0.113151,3,Microsoft
3402917,HBO Max Is Here. Is It Worth It?,0.065736,0.90908,0.025184,55,AT&T
6272336,Follow that car: Uber’s self-drivers are another Pittsburgh first,0.483475,0.43605,0.080474,57,Uber
207444,This Couple Got Married In A Walmart & The Reason Why Will Actually Wreck You,0.037078,0.771935,0.190987,12,Walmart
3319187,Box adds native security controls to content management,0.539289,0.4014,0.05931,55,AT&T
7062493,"The Treasury Dept. has reportedly reached a deal for Oracle, Walmart, and other US investors to take a majority stake in TikTok",0.138194,0.829865,0.031941,12,Walmart
3283542,Boxer Mikey Garcia draws inspiration and his ‘fighting rooster’ spirit from father,0.843233,0.127181,0.029586,55,AT&T
742963,What happens when new hubby can't get visa for honeymoon? You...,0.033465,0.774104,0.19243,14,Visa Inc.
8551626,We’ve Been Waiting Years for This Epic Adventurous Country to Reopen,0.420083,0.509126,0.070791,14,Visa Inc.
3043121,"Having A’s, Giants both at home at same time not that rare",0.044442,0.91352,0.042039,55,AT&T
6264013,"For elderly drivers, Uber may be a solution",0.917089,0.045367,0.037544,57,Uber
6945113,Lawsuit Alleges Uber Did Nothing to Stop a Driver's Deadly Shooting Rampage,0.002068,0.006989,0.990943,57,Uber
6222154,Kidnappers Are Masquerading As Uber Drivers,0.093124,0.553954,0.352922,57,Uber
3016205,Bomb blasts kill 10 in northeast Nigeria; Boko Haram blamed,0.008496,0.196001,0.795503,55,AT&T
6457305,Former Uber CEO Kalanick plans to sell $1.4 billion worth of shares,0.10427,0.764944,0.130786,57,Uber
8510711,‘We’re nearing the end.’ The British will soon stop evacuating Afghan allies from Kabul.,0.107176,0.857905,0.034919,14,Visa Inc.
4202097,Microsoft Cortana has made its picks for Week 7 of the NFL,0.123418,0.866355,0.010227,3,Microsoft
8429211,"2,100 Indians want to be evacuated from the US. But until India's lockdown lifts, they're stranded",0.027407,0.737532,0.235061,14,Visa Inc.
3507273,"Boston Celtics vs Milwaukee Bucks Game 4 free live stream, TV channel, score, schedule, odds, how to watch NBA playoffs online (5/9/22)",0.0372,0.950082,0.012718,55,AT&T
8147144,What is it like to be a Muslim at a Baptist university?,,,,14,Visa Inc.
3051898,Hawaii part of nationwide AT&T strike this weekend; up to 40K walking off the job,0.033572,0.722854,0.243573,55,AT&T
8484228,21 Savage Hit With Gun And Drug Possession Charges Stemming From 2019 ICE Arrest,0.005981,0.304225,0.689794,14,Visa Inc.
6150158,"Laws affecting bingo, Uber, tuition and much more take effect",0.059974,0.758456,0.181569,57,Uber
8361960,"We planned to use our long layover to explore a new city. It completely backfired, but we'd try it again.",0.035306,0.169365,0.795328,14,Visa Inc.
26531,The Walmart Labor Day Sale Has Fantastic Deals on Prebuilt Gaming PCs for Every Budget,0.616333,0.322066,0.061601,12,Walmart
954358,West Virginians Rehearse for Play Thousands of Miles Apart,0.080819,0.902364,0.016817,14,Visa Inc.
6423730,"For some Americans, it may be cheaper to Uber everywhere than to buy a car",0.447182,0.292919,0.2599,57,Uber
3342340,HBO Max Could Add $4 Billion In Incremental Revenues For AT&T By 2024,0.059944,0.918301,0.021755,55,AT&T
1053288,21 Savage Moves on After Breakup in 'Ball w/o You' Video,0.033267,0.944615,0.022118,14,Visa Inc.
7888212,What could have driven Sepp Blatter to announce his FIFA resignation,0.012493,0.752298,0.235209,14,Visa Inc.
4055467,Microsoft Confirms Free Update Offer For All Windows Users,0.732957,0.243665,0.023378,3,Microsoft
6944524,"Kent Uber driver accused of sexually assaulting passenger, 13",0.002307,0.038061,0.959632,57,Uber
6713826,Key Trading Levels for Uber Stock After First Earnings Report $UBER $LYFT,0.080082,0.739147,0.180771,57,Uber
3102554,Brady calls Manning’s situation ‘unfortunate’,0.04254,0.914216,0.043244,55,AT&T
415072,This Frigidaire retro mini fridge is on sale for $119 at Walmart,0.074427,0.898232,0.027341,12,Walmart
8268890,We Need the Diversity Visa Lottery,,,,14,Visa Inc.
4615318,Microsoft contractors are listening to select Skype calls and Cortana recordings,0.059703,0.914564,0.025733,3,Microsoft
6460239,Foster care group severs ties with Uber driver accused of raping passenger,0.001949,0.028968,0.969083,57,Uber
490535,This 65-Inch Samsung TV Is $800 Off at Walmart Right Now — but Only Until Midnight,0.028772,0.928743,0.042485,12,Walmart
6141374,Kansas Gov. Brownback signs regulatory bill to keep ride-hailing company Uber in state,0.336086,0.573317,0.090598,57,Uber
3563378,Bo Nickal def. Val Woodburn at UFC 290: Best photos,0.068338,0.912277,0.019385,55,AT&T
3486832,HBO Max is ordering way more kids’ content to compete with Netflix and Disney Plus,0.26187,0.699331,0.038799,55,AT&T
6451140,Former Uber employees have gone into debt to hang onto shares they still can’t sell,0.00802,0.036154,0.955827,57,Uber
747979,Wells Fargo takes on Venmo but isn't ready to tell the world,0.025365,0.74569,0.228945,14,Visa Inc.
7037253,Keep Uber and Lyft rolling in the Twin Cities,0.843815,0.129383,0.026802,57,Uber
6834020,Lane Kiffin is Ubering recruits in a Rolls Royce [Video],0.135795,0.79741,0.066796,57,Uber
7025010,Former Uber security chief found guilty of concealing data breach,0.002151,0.027966,0.969884,57,Uber
3462930,HBO Max's Ad-Supported Pricing Will Save Viewers $5 a Month,0.352963,0.589633,0.057403,55,AT&T
4160692,Microsoft criticised Mark Zuckerberg's plan to give away cheap internet in India,0.039434,0.737473,0.223093,3,Microsoft
6646607,Former 'American Idol' co-host Brian Dunkleman defends driving Uber to 'be there for my son',,,,57,Uber
3429434,HBO Max drew 8.6 million new accounts in July through September,0.060904,0.928478,0.010618,55,AT&T
466443,The Vizio D Is On Sale For $480 At Walmart,0.044782,0.928976,0.026242,12,Walmart
6716140,Florida Uber driver has ear medically reattached after fight,0.021982,0.594119,0.383899,57,Uber
3420672,"Bolton to Newsmax: 'Every Indication' Putin, Xi Coordinating Strategies",0.016739,0.956062,0.027198,55,AT&T
375674,The sale of one of Walmart's biggest international assets is on the rocks after a watchdog warned it could increase prices and lower quality,0.022397,0.138417,0.839187,12,Walmart
4804400,Microsoft Comments On The Potential Of A Xbox Series X Launch Delay,0.035374,0.934348,0.030277,3,Microsoft
4285218,Microsoft confirms that owners of ‘unsupported’ 2-in-1 laptops won’t get any more Windows 10 upgrades,0.044524,0.814795,0.140681,3,Microsoft
6428210,Former Taco Bell exec charged in Uber video attack,0.002787,0.086375,0.910838,57,Uber
4348508,Microsoft Could Lose Big if It Curbs Sales in Russia: Minister,0.008716,0.063572,0.927712,3,Microsoft
6831279,Florida man posing as Uber driver rapes passenger: report,0.009381,0.234194,0.756425,57,Uber
3480339,Have 5G networks underwhelmed you so far?,0.033476,0.562783,0.403742,55,AT&T
3358828,"HBO Max's Europe Chief on the Streamer's Int'l Rollout and Need for ""Local Flavor""",0.161264,0.820095,0.018641,55,AT&T
4154670,Microsoft comes through with rollup of updates and fixes for Windows 7,0.495905,0.479716,0.024379,3,Microsoft
4788215,"Microsoft Confirms Windows 11 Update Kills Star Wars Outlaws, Assassin's Creed Valhalla, and Other Ubisoft Games",0.086232,0.690797,0.222971,3,Microsoft
3364658,"HBO Max Aims to Ramp Up Rivalry With Netflix, Disney+",0.438489,0.526153,0.035358,55,AT&T
1006396,16 common hidden fees and how to avoid them,0.01337,0.095907,0.890723,14,Visa Inc.
6520804,Former MLB star Lenny Dykstra accused of putting gun to Uber driver’s head,0.007399,0.284318,0.708283,57,Uber
506318,This $200 AEEZO Smart Doorbell Camera is now $40 for a limited time at Walmart,0.132563,0.828787,0.03865,12,Walmart
1010344,21 Savage’s Lawyer on ICE Arrest: “This Is a Civil Law Violation”,0.01747,0.639159,0.343371,14,Visa Inc.
7061820,"These Best-Selling Cordless, Robot, and Handheld Vacuums Are Up to 77% Off at Walmart",0.62237,0.298174,0.079456,12,Walmart
7016378,Fraud Charges In Hacking Case Against Uber Ex-security Chief Are Dismissed,0.001655,0.032413,0.965932,57,Uber
723138,21 charged with using bogus N.J school for student visas,0.00522,0.066629,0.928151,14,Visa Inc.
8410040,'We're free': Wuhan evacuees celebrate leaving UK quarantine,0.577709,0.348562,0.073729,14,Visa Inc.
6363820,Florida Uber driver with ties to foster care group accused of sexual assault,0.002011,0.017902,0.980087,57,Uber
7324088,‘They worked their a** off to get there’: Viewers defend Walmart managers who ‘get to walk around all day and talk to people’ for living,0.904337,0.040128,0.055535,12,Walmart
6314290,"Florida Uber, Lyft bill good for consumers",0.896462,0.055593,0.047946,57,Uber
6374838,Leaked Uber sex memo throws new spotlight on frat-house culture,0.002741,0.031541,0.965718,57,Uber
4464575,"Microsoft co-founder, Seahawks owner Paul Allen dies at 65",0.067493,0.86653,0.065976,3,Microsoft
4462522,Microsoft Cofounder Paul Allen Dies At 65,0.0314,0.95029,0.01831,3,Microsoft
3402801,HBO Max Is Here But You Can't Get It On Your Amazon Fire TV,0.017765,0.945247,0.036987,55,AT&T
3483303,"HBO Max will get a cheaper, ad-supported tier in June",0.085161,0.895885,0.018954,55,AT&T
6168125,"Former Uber Driver Was An Employee, Rules California Department",,,,57,Uber
8073004,What is extreme vetting? White House outlines proposed immigration policy,,,,14,Visa Inc.
8362853,"‘We will never recover’, Lilie James’ parents tell murder inquest as experts describe ex-boyfriend’s coercive control",0.028014,0.291911,0.680076,14,Visa Inc.
4493587,"Microsoft Corp. v. United States: Jeff Sessions Wants Open Borders, But Only for Police",0.100041,0.757156,0.142803,3,Microsoft
8391340,What a government shutdown could mean for your holiday travel plans,0.028661,0.907161,0.064178,14,Visa Inc.
6655234,Former Uber driver who went on 2016 killing spree sentenced to life in prison,0.002492,0.014423,0.983085,57,Uber
4402350,"Microsoft continues investing in gaming with acquisitions, new Xbox consoles",0.839637,0.13619,0.024173,3,Microsoft
797294,'We're not bluffing': construction union on collision course over building code,0.159056,0.46809,0.372855,14,Visa Inc.
7324712,‘They’re my absolute favorite thing to get at Walmart’: Customer calls out $1 jalapeño bites. Here’s how you get them,0.214756,0.712465,0.072779,12,Walmart
8287607,"20 years since NATO-wrought freedom, Kosovo remains in limbo",0.02882,0.773389,0.197791,14,Visa Inc.
8474519,21 Best Prime Day Kitchen Deals For Amazon’s October Event,0.177457,0.806092,0.016452,14,Visa Inc.
7271490,The Virginia Walmart shooter is part of a spike in incidents at stores: Here's what we know about retail mass shootings,0.016856,0.44235,0.540794,12,Walmart
8543222,21 Men Are Trapped Without Their Phones on Ship Involved in Baltimore’s Bridge Collapse,0.02544,0.851854,0.122705,14,Visa Inc.
8595700,"20 years after the United States invaded Iraq, Iraqis are still trying to emigrate to the U.S.",0.070639,0.876722,0.052639,14,Visa Inc.
6649249,Former Uber Driver Pleads Guilty To 2016 Killing Rampage In Michigan,0.002393,0.017324,0.980283,57,Uber
3402865,HBO Max’s 80 Million Household Dead Spot: Why Streamer Isn’t on Roku or Amazon Fire TV,0.030279,0.84545,0.124271,55,AT&T
4568649,Microsoft Cortana chief to depart after less than a year in charge,0.01985,0.533612,0.446538,3,Microsoft
3108599,"Haula's go-ahead goal in 3rd leads Vegas past Panthers (Dec 17, 2017)",0.616587,0.348751,0.034662,55,AT&T
392794,The shopping wars are heating up this July as Dollar General and Walmart offer discounts ahead of Amazon's Prime Day,0.421964,0.5106,0.067436,12,Walmart
8039670,What If 'Something Happens' After Judge's Ruling On Trump's Travel Ban?,0.016492,0.928258,0.055251,14,Visa Inc.
1017009,"21 Savage to Be Released From ICE Custody, His Lawyers Say",0.012699,0.978466,0.008835,14,Visa Inc.
4633439,Microsoft Confirms It’s Fighting Windows Zombie Attack,0.600276,0.235237,0.164488,3,Microsoft
4828868,Microsoft Confirms Fix For Serious Surface Laptop Problem,0.462231,0.360724,0.177045,3,Microsoft
8432250,We're paying a steep price for not investing in science,0.023383,0.038709,0.937908,14,Visa Inc.
3333929,HBO Max will debut in May and eventually include ‘South Park’ and a ‘Game of Thrones’ prequel,0.055573,0.930484,0.013943,55,AT&T
6371645,Former Uber driver arrested in connection with woman's death,0.00185,0.023588,0.974562,57,Uber
3423446,"HBO Max: Everything to know about HBO's bigger, new streaming app",0.052736,0.930616,0.016648,55,AT&T
3321957,"Bo Nix, No. 16 Auburn Stun Justin Herbert, No. 11 Oregon on Late Touchdown",0.043852,0.898245,0.057903,55,AT&T
3054437,Bono Applauds George W. Bush’s Commitment to Fighting AIDS in Buddy-Buddy Photo,0.724386,0.243625,0.031989,55,AT&T
8589713,What Investors Need To Know About Rural EB-5 Visa Investments,0.060448,0.875894,0.063658,14,Visa Inc.
3331806,"HBO Max, WarnerMedia's new streaming service, is launching in May for $14.99 a month",0.107213,0.878089,0.014698,55,AT&T
6925278,Former Uber executive-led blank-check company seeks $250 million in IPO,0.113223,0.608024,0.278752,57,Uber
6302100,"Former Uber employee says employees routinely tracked celebs, exes",0.015041,0.859172,0.125787,57,Uber
553010,"Thinking about trading options or stock in JD.Com, Occidental Petroleum, Walmart, Chevron, or Newmont?",0.045472,0.876195,0.078334,12,Walmart
4013770,Microsoft co-founder says he's found sunken WWII battleship,0.110062,0.852016,0.037922,3,Microsoft
7212742,The Shuttering Of Walmart Health Highlights The Challenges Of Consumer Healthcare,0.032201,0.244673,0.723126,12,Walmart
8230612,"21 Savage's lawyer says ICE trying to ""intimidate"" rapper into leaving U.S.",,,,14,Visa Inc.
8392185,West Africa regional bloc approves exit timeline for 3 member nations hit by coups,0.037638,0.834987,0.127376,14,Visa Inc.
3459190,HBO Max Gains Traction in a Crowded Field,0.033728,0.934785,0.031487,55,AT&T
3342650,"Boos fuel Kawhi Leonard, Clippers in rout of Spurs",0.152056,0.729713,0.118231,55,AT&T
948466,What Is It Like To Be A Technical Project Manager In Silicon Valley?,0.11819,0.841257,0.040553,14,Visa Inc.
1010319,21 Savage Has Reportedly Been Arrested And Is Actually From The UK,0.005034,0.424159,0.570807,14,Visa Inc.
8385564,WE Metaverse will have the first Loki NFT avatar whitelist campaign,0.249902,0.717808,0.032291,14,Visa Inc.
4571770,"Microsoft continues Arizona expansion, spends $20M on El Mirage land to build data centers",0.696069,0.28237,0.021561,3,Microsoft
3474483,"HBO, HBO Max notch 47 million domestic subscribers",0.106732,0.870661,0.022607,55,AT&T
3265644,HBO Made Sunday Night a Showcase. It Wants the Same on Monday.,0.076942,0.909005,0.014054,55,AT&T
1010431,21 Savage’s attorney says client being ‘unnecessarily’ punished and intimidated: report,0.018312,0.940748,0.04094,14,Visa Inc.
213373,The yodeling Walmart boy is now on Twitter—and his fans are thrilled,0.562853,0.375743,0.061405,12,Walmart
6759865,Flashlights And Audio Clips Won’t Save Uber,0.042734,0.264852,0.692414,57,Uber
6631921,Ford tries to catch up to Uber and Google in the driverless car game,0.220483,0.638745,0.140773,57,Uber
3563388,Bo Nickal is a new fighter but a big favorite.,0.660181,0.307046,0.032774,55,AT&T
6766360,"Florida Uber driver charged after accidentally shooting girl, 15, while holstering gun: reports",0.002093,0.013728,0.984179,57,Uber
4184334,Microsoft Confirms Windows Is Broken—Emergency Update On Way,0.017948,0.737238,0.244814,3,Microsoft
8548864,21 Savage Revealed That Meek Mill Helped Him Get Legal Assistance Following His 2019 ICE Arrest,0.233033,0.531166,0.235802,14,Visa Inc.
7058567,Ford pilot program offers Uber drivers in California flexible Mach-E leases,0.624052,0.340979,0.034969,57,Uber
7348157,This 'Comfortable' Reebok Sports Bra Is Only $16 at Walmart,0.208434,0.706328,0.085238,12,Walmart
3978153,Microsoft Copilot’s version of Clippy gets a name,0.106188,0.846807,0.047005,3,Microsoft
6210151,Kalamazoo Shootings Suspect Sues For $10 Million: 'My Life Is Ruined Because Of Uber',0.005421,0.017197,0.977383,57,Uber
2983288,"BOJ to raise interest rates again in Q4, possibly in October, say economists",0.038839,0.957997,0.003164,55,AT&T
6204496,Kalamazoo Shooting: Uber Driver Continued To Pick Up Fares [Breaking],0.007048,0.100531,0.892421,57,Uber
6278302,"Kendall Jenner’s Memories Of Childhood With Bruce Jenner, Attends ‘Famous By Kanye West’ Exhibition, Banned From Uber",0.008939,0.133561,0.8575,57,Uber
3364454,HBO Joins Disney in Making This Streaming Change,0.345263,0.633402,0.021335,55,AT&T
8283981,‘We’re the evangelists on this’: Why the Atlanta Falcons are selling $1.50 hot dogs,0.599939,0.312377,0.087684,14,Visa Inc.
4319064,Microsoft Confirms Free Windows 11 Upgrade Has Hidden Cost For Users,0.191769,0.631573,0.176658,3,Microsoft
3402770,HBO Max is here – here's how you get a free trial,0.109155,0.860102,0.030743,55,AT&T
1078584,"Western and Southern Open 2019: Novak Djokovic Wins, Venus Williams Loses Friday",0.04621,0.896174,0.057615,14,Visa Inc.
4623373,"Microsoft confirms Microsoft Ventures VC arm, renames old one ‘Microsoft Accelerator’",0.313463,0.650078,0.03646,3,Microsoft
6852052,L.A. wins appeal in fight with Uber over scooter and bike data,0.014091,0.179,0.80691,57,Uber
3435976,"HBO Max is finally landing on Roku devices and TVs starting on Thursday, just in time for the ""Wonder Woman 1984"" release on Christmas Day",0.09899,0.887521,0.013489,55,AT&T
3277819,HBO CEO steps down in the wake of AT&T acquisition,0.032988,0.908902,0.05811,55,AT&T
8362028,What green card and visa holders should know before traveling abroad,0.081004,0.831371,0.087625,14,Visa Inc.
4623943,Microsoft Confirms New Windows 10 Update Warning,0.025175,0.866733,0.108092,3,Microsoft
8365272,We’ve Officially Entered the Next Phase of Trump’s Dictatorship Era,0.142562,0.792686,0.064751,14,Visa Inc.
